Word,Length of characters,Median duration,Frequency rank,Relative frequency
sarrera,7,0.4300000000000001,980,0.00014189939987469192
aldetik,7,0.5200000000000005,980,0.00014189939987469192
idaztea,7,0.5700000000000001,980,0.00014189939987469192
publikoa,8,0.5099999999999998,980,0.00014189939987469192
edan,4,0.27,980,0.00014189939987469192
borroka,7,0.4100000000000001,980,0.00014189939987469192
handirik,8,0.4900000000000002,980,0.00014189939987469192
esatea,6,0.5099999999999998,992,0.00013971633218431203
pare,4,0.2250000000000001,992,0.00013971633218431203
berez,5,0.3599999999999999,992,0.00013971633218431203
neurri,6,0.3400000000000001,992,0.00013971633218431203
duenak,6,0.4599999999999998,992,0.00013971633218431203
horretatik,10,0.6099999999999999,992,0.00013971633218431203
eskutik,7,0.5,992,0.00013971633218431203
langile,7,0.455,992,0.00013971633218431203
onenak,6,0.4599999999999999,992,0.00013971633218431203
haserre,7,0.415,992,0.00013971633218431203
gelditu,7,0.4299999999999997,992,0.00013971633218431203
mezuak,6,0.4899999999999999,992,0.00013971633218431203
zeuk,4,0.3499999999999998,1012,0.00013753326449393217
kopuru,6,0.39,1012,0.00013753326449393217
maiz,4,0.3700000000000001,1012,0.00013753326449393217
ekin,4,0.31,1012,0.00013753326449393217
beltzak,7,0.41,1012,0.00013753326449393217
instituzio,10,0.6400000000000006,1012,0.00013753326449393217
ezarri,6,0.3999999999999999,1012,0.00013753326449393217
erantzuten,10,0.5800000000000001,1012,0.00013753326449393217
die,3,0.2700000000000004,1012,0.00013753326449393217
eztabaida,9,0.5700000000000001,1012,0.00013753326449393217
horra,5,0.31,1012,0.00013753326449393217
elkarrekin,10,0.6000000000000001,1012,0.00013753326449393217
kontuetan,9,0.6799999999999997,1012,0.00013753326449393217
biak,4,0.3999999999999999,1012,0.00013753326449393217
direnak,7,0.4899999999999997,1012,0.00013753326449393217
jarraituko,10,0.5299999999999998,1012,0.00013753326449393217
zuri,4,0.31,1012,0.00013753326449393217
idazteko,8,0.5800000000000001,1012,0.00013753326449393217
zera,4,0.33,1012,0.00013753326449393217
zaitez,6,0.48,1012,0.00013753326449393217
pertsonak,9,0.5699999999999996,1039,0.00013535019680355228
lanetan,7,0.5350000000000001,1039,0.00013535019680355228
etxean,6,0.4100000000000001,1039,0.00013535019680355228
joatea,6,0.4700000000000001,1039,0.00013535019680355228
jokatu,6,0.415,1039,0.00013535019680355228
dezake,6,0.4899999999999999,1039,0.00013535019680355228
dizuet,6,0.4549999999999998,1039,0.00013535019680355228
madrilen,8,0.5950000000000002,1039,0.00013535019680355228
asmatzen,8,0.48,1039,0.00013535019680355228
urteotan,8,0.605,1039,0.00013535019680355228
espazio,7,0.54,1039,0.00013535019680355228
badugu,6,0.4750000000000005,1039,0.00013535019680355228
normalean,9,0.6699999999999999,1039,0.00013535019680355228
kolore,6,0.36,1039,0.00013535019680355228
zien,4,0.3249999999999999,1039,0.00013535019680355228
irungo,6,0.4199999999999999,1039,0.00013535019680355228
horiekin,8,0.58,1039,0.00013535019680355228
kidea,5,0.3999999999999998,1039,0.00013535019680355228
hirurehun,9,0.52,1039,0.00013535019680355228
ekimen,6,0.415,1039,0.00013535019680355228
dator,5,0.3700000000000001,1039,0.00013535019680355228
urriaren,8,0.5299999999999999,1039,0.00013535019680355228
izaera,6,0.4949999999999999,1039,0.00013535019680355228
indarkeria,10,0.6649999999999998,1039,0.00013535019680355228
ibilbide,8,0.5149999999999997,1039,0.00013535019680355228
liburuaren,10,0.61,1039,0.00013535019680355228
auzo,4,0.345,1039,0.00013535019680355228
adibide,7,0.5,1061,0.00013316712911317242
lantzen,7,0.3999999999999999,1061,0.00013316712911317242
azpian,6,0.5,1061,0.00013316712911317242
batzuekin,9,0.5599999999999996,1061,0.00013316712911317242
daudela,7,0.4800000000000004,1061,0.00013316712911317242
aipatuko,8,0.52,1061,0.00013316712911317242
bakoitza,8,0.5700000000000001,1061,0.00013316712911317242
kale,4,0.28,1061,0.00013316712911317242
pila,4,0.29,1061,0.00013316712911317242
gordetzen,9,0.53,1061,0.00013316712911317242
europar,7,0.4500000000000002,1061,0.00013316712911317242
eskubideen,10,0.6800000000000002,1061,0.00013316712911317242
gaztelania,10,0.6800000000000002,1061,0.00013316712911317242
guztian,7,0.53,1061,0.00013316712911317242
nabarmendu,10,0.5800000000000001,1061,0.00013316712911317242
prestatzen,10,0.5500000000000003,1061,0.00013316712911317242
zeure,5,0.3499999999999998,1061,0.00013316712911317242
erresuma,8,0.5299999999999998,1061,0.00013316712911317242
zinema,6,0.48,1061,0.00013316712911317242
zitzaigun,9,0.5800000000000001,1061,0.00013316712911317242
buruari,7,0.5199999999999996,1061,0.00013316712911317242
babesteko,9,0.6400000000000001,1061,0.00013316712911317242
publikoak,9,0.585,1086,0.00013098406142279253
azukrea,7,0.5650000000000002,1086,0.00013098406142279253
mugimendua,10,0.6800000000000002,1086,0.00013098406142279253
proposamen,10,0.61,1086,0.00013098406142279253
izenak,6,0.4850000000000001,1086,0.00013098406142279253
nazio,5,0.3999999999999999,1086,0.00013098406142279253
protagonista,12,0.7400000000000001,1086,0.00013098406142279253
izanik,6,0.5499999999999998,1086,0.00013098406142279253
sortutako,9,0.6099999999999997,1086,0.00013098406142279253
dozenaka,8,0.5900000000000001,1086,0.00013098406142279253
hautatu,7,0.4500000000000001,1086,0.00013098406142279253
eskura,6,0.395,1086,0.00013098406142279253
horrelakorik,12,0.6749999999999998,1086,0.00013098406142279253
iritzi,6,0.3500000000000001,1086,0.00013098406142279253
aurkeztu,8,0.48,1086,0.00013098406142279253
askoren,7,0.45,1086,0.00013098406142279253
sekulako,8,0.6000000000000001,1086,0.00013098406142279253
beltza,6,0.4299999999999998,1086,0.00013098406142279253
frantziako,10,0.6299999999999999,1086,0.00013098406142279253
aldatuko,8,0.4399999999999999,1086,0.00013098406142279253
eginda,6,0.3499999999999998,1086,0.00013098406142279253
salaketa,8,0.5700000000000003,1086,0.00013098406142279253
zertan,6,0.415,1086,0.00013098406142279253
produktuak,10,0.6349999999999999,1086,0.00013098406142279253
ordenagailuak,13,0.8400000000000001,1086,0.00013098406142279253
jartzeko,8,0.52,1108,0.00012880099373241267
denda,5,0.29,1108,0.00012880099373241267
letra,5,0.3500000000000001,1108,0.00012880099373241267
betetzen,8,0.5,1108,0.00012880099373241267
ahazten,7,0.4499999999999997,1108,0.00012880099373241267
zahar,5,0.2800000000000002,1108,0.00012880099373241267
gerran,6,0.4000000000000003,1108,0.00012880099373241267
sarean,6,0.4899999999999997,1108,0.00012880099373241267
erdian,6,0.4799999999999995,1108,0.00012880099373241267
eskuetan,8,0.5700000000000003,1108,0.00012880099373241267
bereziak,8,0.5699999999999998,1108,0.00012880099373241267
ordaindu,8,0.4199999999999999,1108,0.00012880099373241267
hobetu,6,0.3599999999999994,1108,0.00012880099373241267
aztertu,7,0.4500000000000002,1108,0.00012880099373241267
goi,3,0.2099999999999999,1108,0.00012880099373241267
eutsi,5,0.33,1108,0.00012880099373241267
laguntza,8,0.4399999999999999,1108,0.00012880099373241267
hara,4,0.2600000000000001,1108,0.00012880099373241267
on,2,0.1499999999999999,1108,0.00012880099373241267
gainditu,8,0.4399999999999999,1108,0.00012880099373241267
bestean,7,0.52,1108,0.00012880099373241267
argudio,7,0.5099999999999999,1108,0.00012880099373241267
badirudi,8,0.5950000000000001,1119,0.00012661792604203278
neukan,6,0.4500000000000002,1119,0.00012661792604203278
zizkion,7,0.575,1119,0.00012661792604203278
beharrik,8,0.4650000000000002,1119,0.00012661792604203278
genituen,8,0.54,1119,0.00012661792604203278
horretako,9,0.4899999999999999,1119,0.00012661792604203278
mina,4,0.3099999999999998,1119,0.00012661792604203278
ahozko,6,0.3949999999999999,1119,0.00012661792604203278
mendi,5,0.3200000000000003,1119,0.00012661792604203278
hotza,5,0.3599999999999996,1119,0.00012661792604203278
desberdinak,11,0.6699999999999999,1119,0.00012661792604203278
gaurko,6,0.39,1136,0.00012443485835165292
eraso,5,0.35,1136,0.00012443485835165292
gorde,5,0.3199999999999994,1136,0.00012443485835165292
zatiketa,8,0.5800000000000001,1136,0.00012443485835165292
bertsio,7,0.4499999999999999,1136,0.00012443485835165292
erre,4,0.2299999999999999,1136,0.00012443485835165292
telefono,8,0.4700000000000002,1136,0.00012443485835165292
aldatzeko,9,0.56,1136,0.00012443485835165292
laugarren,9,0.51,1136,0.00012443485835165292
istorio,7,0.49,1136,0.00012443485835165292
zenuke,6,0.48,1136,0.00012443485835165292
nekez,5,0.4299999999999997,1136,0.00012443485835165292
hots,4,0.3799999999999999,1136,0.00012443485835165292
proiektua,9,0.6199999999999997,1136,0.00012443485835165292
azkenik,7,0.6400000000000001,1136,0.00012443485835165292
idatzitako,10,0.6100000000000003,1136,0.00012443485835165292
ohiko,5,0.3399999999999998,1136,0.00012443485835165292
ezagutza,8,0.5650000000000002,1159,0.00012225179066127303
horiei,6,0.4499999999999998,1159,0.00012225179066127303
ziur,4,0.36,1159,0.00012225179066127303
galtzen,7,0.3849999999999999,1159,0.00012225179066127303
funtzionatzen,13,0.6799999999999999,1159,0.00012225179066127303
ihes,4,0.3,1159,0.00012225179066127303
bestera,7,0.4500000000000002,1159,0.00012225179066127303
bideoa,6,0.4750000000000001,1159,0.00012225179066127303
joateko,7,0.43,1159,0.00012225179066127303
zuzendaria,10,0.6950000000000003,1159,0.00012225179066127303
zioen,5,0.48,1159,0.00012225179066127303
tokia,5,0.4500000000000002,1159,0.00012225179066127303
nonbait,7,0.5400000000000001,1159,0.00012225179066127303
sukaldean,9,0.6199999999999999,1159,0.00012225179066127303
hartuko,7,0.3799999999999999,1159,0.00012225179066127303
irudia,6,0.5099999999999998,1159,0.00012225179066127303
oinarri,7,0.4500000000000002,1159,0.00012225179066127303
azpimarratu,11,0.6649999999999998,1159,0.00012225179066127303
zerbitzuak,10,0.67,1159,0.00012225179066127303
lagunek,7,0.5100000000000002,1159,0.00012225179066127303
animatu,7,0.495,1159,0.00012225179066127303
denok,5,0.33,1159,0.00012225179066127303
kontatuko,9,0.5899999999999999,1159,0.00012225179066127303
txikia,6,0.4499999999999999,1187,0.00012006872297089316
auto,4,0.31,1187,0.00012006872297089316
eremu,5,0.37,1187,0.00012006872297089316
ikasleen,8,0.58,1187,0.00012006872297089316
abiadura,8,0.54,1187,0.00012006872297089316
kirolari,8,0.5,1187,0.00012006872297089316
gutxienez,9,0.6799999999999999,1187,0.00012006872297089316
ikasgelan,9,0.6299999999999999,1187,0.00012006872297089316
frantzian,9,0.5899999999999999,1187,0.00012006872297089316
ordutik,7,0.5700000000000001,1187,0.00012006872297089316
zortziehun,10,0.6100000000000001,1187,0.00012006872297089316
pilotan,7,0.48,1187,0.00012006872297089316
kazetariak,10,0.7599999999999998,1187,0.00012006872297089316
europan,7,0.52,1187,0.00012006872297089316
arriskua,8,0.5200000000000005,1187,0.00012006872297089316
lekuan,6,0.4500000000000002,1187,0.00012006872297089316
espezie,7,0.4999999999999998,1187,0.00012006872297089316
zaharrak,8,0.48,1187,0.00012006872297089316
ditugun,7,0.4199999999999999,1187,0.00012006872297089316
abesti,6,0.3800000000000001,1187,0.00012006872297089316
ohikoa,6,0.4100000000000001,1187,0.00012006872297089316
bata,4,0.3699999999999999,1187,0.00012006872297089316
bilatu,6,0.4199999999999999,1187,0.00012006872297089316
mendia,6,0.4999999999999998,1187,0.00012006872297089316
kezka,5,0.3500000000000001,1187,0.00012006872297089316
irakaslea,9,0.6099999999999999,1187,0.00012006872297089316
bertoko,7,0.4899999999999997,1187,0.00012006872297089316
tailerrak,9,0.6,1187,0.00012006872297089316
aldatzen,8,0.4549999999999999,1212,0.00011788565528051328
sortzea,7,0.5099999999999998,1212,0.00011788565528051328
jokatuko,8,0.54,1212,0.00011788565528051328
dabil,5,0.35,1212,0.00011788565528051328
deskargatu,10,0.6499999999999999,1212,0.00011788565528051328
antolatzen,10,0.5699999999999998,1212,0.00011788565528051328
txertatu,8,0.5049999999999999,1212,0.00011788565528051328
etengabe,8,0.53,1212,0.00011788565528051328
barkatu,7,0.53,1212,0.00011788565528051328
amaren,6,0.4399999999999999,1212,0.00011788565528051328
prestatu,8,0.4850000000000003,1212,0.00011788565528051328
bideratu,8,0.5099999999999998,1212,0.00011788565528051328
hasieratik,10,0.665,1212,0.00011788565528051328
zigortu,7,0.4750000000000001,1212,0.00011788565528051328
jasan,5,0.405,1212,0.00011788565528051328
landare,7,0.455,1212,0.00011788565528051328
gizonen,7,0.46,1212,0.00011788565528051328
jada,4,0.3500000000000001,1212,0.00011788565528051328
dutena,6,0.4500000000000002,1212,0.00011788565528051328
lotura,6,0.3999999999999999,1212,0.00011788565528051328
luzea,5,0.4100000000000001,1212,0.00011788565528051328
egiturak,8,0.565,1212,0.00011788565528051328
turismo,7,0.4399999999999999,1212,0.00011788565528051328
izeneko,7,0.5149999999999998,1212,0.00011788565528051328
eguzki,6,0.4149999999999999,1212,0.00011788565528051328
nazionala,9,0.6300000000000008,1234,0.00011570258759013341
harri,5,0.27,1234,0.00011570258759013341
gehienek,8,0.5500000000000003,1234,0.00011570258759013341
honekin,7,0.4499999999999997,1234,0.00011570258759013341
zuzendu,7,0.4500000000000002,1234,0.00011570258759013341
aipatzen,8,0.4899999999999997,1234,0.00011570258759013341
honela,6,0.3899999999999999,1234,0.00011570258759013341
sari,4,0.3199999999999998,1234,0.00011570258759013341
pinu,4,0.3000000000000002,1234,0.00011570258759013341
bereko,6,0.3700000000000001,1234,0.00011570258759013341
daki,4,0.3400000000000003,1234,0.00011570258759013341
dezakete,8,0.5699999999999998,1234,0.00011570258759013341
iraun,5,0.2999999999999998,1234,0.00011570258759013341
heriotza,8,0.4600000000000002,1234,0.00011570258759013341
inolako,7,0.4700000000000002,1234,0.00011570258759013341
kanpoko,7,0.47,1234,0.00011570258759013341
polita,6,0.3900000000000001,1234,0.00011570258759013341
neurtu,6,0.3999999999999999,1234,0.00011570258759013341
pozik,5,0.3600000000000001,1234,0.00011570258759013341
interesa,8,0.54,1234,0.00011570258759013341
arrakasta,9,0.54,1234,0.00011570258759013341
mugimendu,9,0.5899999999999999,1234,0.00011570258759013341
zoaz,4,0.3999999999999999,1259,0.00011351951989975353
lanbide,7,0.4000000000000001,1259,0.00011351951989975353
kokatzen,8,0.48,1259,0.00011351951989975353
aspaldian,9,0.6199999999999999,1259,0.00011351951989975353
lagunak,7,0.45,1259,0.00011351951989975353
erabiliko,9,0.5,1259,0.00011351951989975353
elkarri,7,0.4249999999999999,1259,0.00011351951989975353
guztiei,7,0.5900000000000002,1259,0.00011351951989975353
diseinatu,9,0.5349999999999997,1259,0.00011351951989975353
gaitezke,8,0.5650000000000002,1259,0.00011351951989975353
pentsatzen,10,0.52,1259,0.00011351951989975353
eskolak,7,0.4900000000000001,1259,0.00011351951989975353
jasaten,7,0.5,1259,0.00011351951989975353
zaizkigu,8,0.5800000000000001,1259,0.00011351951989975353
zidaten,7,0.5400000000000003,1259,0.00011351951989975353
hamaikan,8,0.5049999999999999,1259,0.00011351951989975353
txarra,6,0.3799999999999996,1259,0.00011351951989975353
emakumeek,9,0.7,1259,0.00011351951989975353
jakingo,7,0.4599999999999999,1259,0.00011351951989975353
sinatu,6,0.45,1259,0.00011351951989975353
telefonoa,9,0.5999999999999999,1259,0.00011351951989975353
aurkituko,9,0.5199999999999996,1259,0.00011351951989975353
ebaluazio,9,0.6299999999999999,1259,0.00011351951989975353
ikuspegi,8,0.57,1259,0.00011351951989975353
zaizkio,7,0.5599999999999998,1259,0.00011351951989975353
hiria,5,0.3799999999999999,1292,0.00011133645220937366
eskolan,7,0.5,1292,0.00011133645220937366
joera,5,0.3899999999999997,1292,0.00011133645220937366
norbaitek,9,0.58,1292,0.00011133645220937366
artea,5,0.4399999999999999,1292,0.00011133645220937366
jokoak,6,0.5,1292,0.00011133645220937366
banatu,6,0.3900000000000001,1292,0.00011133645220937366
asmorik,7,0.48,1292,0.00011133645220937366
sektore,7,0.4800000000000004,1292,0.00011133645220937366
idazle,6,0.4300000000000001,1292,0.00011133645220937366
urrats,6,0.3999999999999999,1292,0.00011133645220937366
gizartearen,11,0.72,1292,0.00011133645220937366
salatu,6,0.4200000000000001,1292,0.00011133645220937366
izugarria,9,0.5900000000000003,1292,0.00011133645220937366
hauen,5,0.31,1292,0.00011133645220937366
baserri,7,0.47,1292,0.00011133645220937366
urtero,6,0.47,1292,0.00011133645220937366
klik,4,0.28,1292,0.00011133645220937366
hirian,6,0.41,1292,0.00011133645220937366
kontuz,6,0.4499999999999998,1292,0.00011133645220937366
ikastetxe,9,0.5599999999999999,1292,0.00011133645220937366
zuria,5,0.4100000000000001,1292,0.00011133645220937366
elkargoa,8,0.57,1292,0.00011133645220937366
ulertu,6,0.4299999999999997,1292,0.00011133645220937366
dakite,6,0.3900000000000001,1292,0.00011133645220937366
kronika,7,0.5300000000000002,1292,0.00011133645220937366
harresia,8,0.6499999999999999,1292,0.00011133645220937366
gurean,6,0.4700000000000001,1292,0.00011133645220937366
espainiar,9,0.6099999999999999,1292,0.00011133645220937366
bultzatu,8,0.4900000000000002,1292,0.00011133645220937366
bloga,5,0.3200000000000003,1292,0.00011133645220937366
gutxira,7,0.5199999999999998,1292,0.00011133645220937366
abade,5,0.3700000000000001,1292,0.00011133645220937366
sortuko,7,0.5300000000000001,1318,0.00010915338451899378
gipuzkoako,10,0.6649999999999999,1318,0.00010915338451899378
aberastu,8,0.5,1318,0.00010915338451899378
jabetza,7,0.47,1318,0.00010915338451899378
hamabi,6,0.3800000000000001,1318,0.00010915338451899378
begi,4,0.28,1318,0.00010915338451899378
garrantzi,9,0.4649999999999999,1318,0.00010915338451899378
duzula,6,0.4299999999999998,1318,0.00010915338451899378
bonba,5,0.3299999999999997,1318,0.00010915338451899378
gizarteak,9,0.7,1318,0.00010915338451899378
eskatuko,8,0.52,1318,0.00010915338451899378
milioika,8,0.51,1318,0.00010915338451899378
etorkizuna,10,0.645,1318,0.00010915338451899378
helduko,7,0.3649999999999997,1318,0.00010915338451899378
mendean,7,0.4500000000000002,1318,0.00010915338451899378
mende,5,0.33,1318,0.00010915338451899378
bizitzaren,10,0.6299999999999999,1318,0.00010915338451899378
zutela,6,0.4299999999999998,1318,0.00010915338451899378
adierazi,8,0.4949999999999999,1318,0.00010915338451899378
badakigu,8,0.6099999999999999,1318,0.00010915338451899378
estrategia,10,0.6400000000000001,1318,0.00010915338451899378
idatz,5,0.37,1318,0.00010915338451899378
harrapatu,9,0.4600000000000002,1318,0.00010915338451899378
garatzen,8,0.4850000000000001,1318,0.00010915338451899378
daitezkeen,10,0.6499999999999999,1318,0.00010915338451899378
dutenek,7,0.5100000000000002,1318,0.00010915338451899378
zigun,5,0.3999999999999999,1346,0.00010697031682861391
entzule,7,0.4699999999999997,1346,0.00010697031682861391
gogor,5,0.3499999999999996,1346,0.00010697031682861391
foru,4,0.29,1346,0.00010697031682861391
taldearen,9,0.5599999999999996,1346,0.00010697031682861391
irakurtzea,10,0.6299999999999999,1346,0.00010697031682861391
europa,6,0.4299999999999997,1346,0.00010697031682861391
sariak,6,0.5,1346,0.00010697031682861391
esparruan,9,0.5899999999999999,1346,0.00010697031682861391
geroztik,8,0.6299999999999999,1346,0.00010697031682861391
opari,5,0.3800000000000001,1346,0.00010697031682861391
garen,5,0.2999999999999998,1346,0.00010697031682861391
erabiliz,8,0.6099999999999999,1346,0.00010697031682861391
kargu,5,0.3399999999999998,1346,0.00010697031682861391
bitartez,8,0.5999999999999996,1346,0.00010697031682861391
utziko,6,0.3600000000000003,1346,0.00010697031682861391
oraingoan,9,0.5700000000000003,1346,0.00010697031682861391
de,2,0.1400000000000001,1346,0.00010697031682861391
aldekoa,7,0.4599999999999999,1346,0.00010697031682861391
besteen,7,0.4499999999999997,1346,0.00010697031682861391
ingurumen,9,0.58,1346,0.00010697031682861391
erlijio,7,0.4900000000000002,1346,0.00010697031682861391
lekua,5,0.4399999999999999,1346,0.00010697031682861391
egina,5,0.3600000000000003,1346,0.00010697031682861391
kirolak,7,0.5,1346,0.00010697031682861391
erosleak,8,0.6299999999999999,1346,0.00010697031682861391
abokatu,7,0.4999999999999998,1346,0.00010697031682861391
doaz,4,0.3700000000000001,1346,0.00010697031682861391
moztu,5,0.345,1377,0.00010478724913823403
badute,6,0.4849999999999999,1377,0.00010478724913823403
interneteko,11,0.7,1377,0.00010478724913823403
langileen,9,0.57,1377,0.00010478724913823403
izenean,7,0.5599999999999998,1377,0.00010478724913823403
izanda,6,0.5100000000000002,1377,0.00010478724913823403
ezaugarri,9,0.5150000000000001,1377,0.00010478724913823403
antzekoak,9,0.51,1377,0.00010478724913823403
errazagoa,9,0.575,1377,0.00010478724913823403
ogia,4,0.43,1377,0.00010478724913823403
berrehun,8,0.42,1377,0.00010478724913823403
sartzea,7,0.5200000000000002,1377,0.00010478724913823403
kasuan,6,0.545,1377,0.00010478724913823403
bestea,6,0.47,1377,0.00010478724913823403
azkena,6,0.4599999999999999,1377,0.00010478724913823403
esaldia,7,0.5599999999999997,1377,0.00010478724913823403
eskaera,7,0.515,1377,0.00010478724913823403
garaiko,7,0.455,1377,0.00010478724913823403
zaintza,7,0.4199999999999999,1377,0.00010478724913823403
kolesterol,10,0.615,1377,0.00010478724913823403
puntua,6,0.4249999999999998,1377,0.00010478724913823403
irailaren,9,0.5750000000000002,1377,0.00010478724913823403
aspaldiko,9,0.5800000000000001,1377,0.00010478724913823403
merkatu,7,0.455,1377,0.00010478724913823403
gaiak,5,0.4449999999999999,1377,0.00010478724913823403
orokorrean,10,0.7199999999999998,1377,0.00010478724913823403
konpainia,9,0.6100000000000001,1377,0.00010478724913823403
garrantzitsuena,15,0.84,1377,0.00010478724913823403
jendartea,9,0.68,1377,0.00010478724913823403
baditu,6,0.4199999999999999,1377,0.00010478724913823403
ofiziala,8,0.6400000000000001,1377,0.00010478724913823403
antzinako,9,0.6400000000000006,1405,0.00010260418144785416
bagenu,6,0.5,1405,0.00010260418144785416
duguna,6,0.4500000000000002,1405,0.00010260418144785416
eskerrak,8,0.53,1405,0.00010260418144785416
zuek,4,0.3699999999999999,1405,0.00010260418144785416
jatorrizko,10,0.6299999999999999,1405,0.00010260418144785416
pixkanaka,9,0.6299999999999999,1405,0.00010260418144785416
denez,5,0.4599999999999999,1405,0.00010260418144785416
greba,5,0.32,1405,0.00010260418144785416
behera,6,0.2800000000000002,1405,0.00010260418144785416
bistan,6,0.4199999999999999,1405,0.00010260418144785416
ekialdean,9,0.6300000000000003,1405,0.00010260418144785416
erabilera,9,0.6100000000000003,1405,0.00010260418144785416
ninduten,8,0.56,1405,0.00010260418144785416
izanez,6,0.4099999999999999,1405,0.00010260418144785416
proiektuaren,12,0.71,1405,0.00010260418144785416
aurkitzen,9,0.4900000000000002,1405,0.00010260418144785416
galdetzen,9,0.4800000000000001,1405,0.00010260418144785416
paper,5,0.3200000000000003,1405,0.00010260418144785416
gaitasun,8,0.5100000000000002,1405,0.00010260418144785416
zuhaitz,7,0.4699999999999997,1405,0.00010260418144785416
nintzateke,10,0.5899999999999999,1405,0.00010260418144785416
itzultzaile,11,0.6100000000000001,1405,0.00010260418144785416
eraikitzeko,11,0.7300000000000004,1405,0.00010260418144785416
gorputza,8,0.5599999999999998,1405,0.00010260418144785416
dizu,4,0.31,1405,0.00010260418144785416
barrena,7,0.4299999999999997,1405,0.00010260418144785416
urratsak,8,0.4399999999999999,1405,0.00010260418144785416
amaiera,7,0.5299999999999999,1428,0.00010042111375747427
negozioa,8,0.6549999999999998,1428,0.00010042111375747427
erosten,7,0.455,1428,0.00010042111375747427
jarriko,7,0.3999999999999999,1428,0.00010042111375747427
egunean,7,0.475,1428,0.00010042111375747427
zain,4,0.28,1428,0.00010042111375747427
kokatuta,8,0.5499999999999998,1428,0.00010042111375747427
eragina,7,0.515,1428,0.00010042111375747427
doa,3,0.315,1428,0.00010042111375747427
estatuaren,10,0.67,1428,0.00010042111375747427
erdia,5,0.37,1428,0.00010042111375747427
bostean,7,0.4950000000000001,1428,0.00010042111375747427
uzteko,6,0.4599999999999999,1428,0.00010042111375747427
nolako,6,0.4099999999999999,1428,0.00010042111375747427
pixka,5,0.3250000000000002,1428,0.00010042111375747427
bira,4,0.2400000000000002,1428,0.00010042111375747427
gasteizko,9,0.595,1428,0.00010042111375747427
esperientzia,12,0.75,1428,0.00010042111375747427
ikusgai,7,0.5699999999999998,1428,0.00010042111375747427
zitzaien,8,0.5900000000000001,1428,0.00010042111375747427
guzti,5,0.3900000000000001,1428,0.00010042111375747427
amerikako,9,0.645,1428,0.00010042111375747427
dezagun,7,0.4599999999999999,1428,0.00010042111375747427
eraginkorra,11,0.6399999999999999,1459,9.82380460670944e-05
kirola,6,0.3700000000000001,1459,9.82380460670944e-05
sintomak,8,0.5499999999999998,1459,9.82380460670944e-05
goiko,5,0.3399999999999998,1459,9.82380460670944e-05
ospatzen,8,0.48,1459,9.82380460670944e-05
ederki,6,0.4299999999999999,1459,9.82380460670944e-05
topo,4,0.3399999999999998,1459,9.82380460670944e-05
katalunian,10,0.7299999999999995,1459,9.82380460670944e-05
kutxa,5,0.3,1459,9.82380460670944e-05
bosgarren,9,0.5100000000000002,1459,9.82380460670944e-05
errege,6,0.3500000000000001,1459,9.82380460670944e-05
balitz,6,0.3900000000000001,1459,9.82380460670944e-05
hazten,6,0.3899999999999999,1459,9.82380460670944e-05
iritsiko,8,0.4700000000000002,1459,9.82380460670944e-05
beldurra,8,0.4500000000000002,1459,9.82380460670944e-05
erreferentzia,13,0.73,1459,9.82380460670944e-05
zor,3,0.2599999999999998,1459,9.82380460670944e-05
ondorioak,9,0.6299999999999999,1459,9.82380460670944e-05
diet,4,0.3599999999999999,1459,9.82380460670944e-05
sartuta,7,0.54,1459,9.82380460670944e-05
gogoratu,8,0.5200000000000005,1459,9.82380460670944e-05
hamazazpi,9,0.5599999999999999,1459,9.82380460670944e-05
osoko,5,0.3999999999999999,1459,9.82380460670944e-05
atal,4,0.3200000000000003,1459,9.82380460670944e-05
mahai,5,0.2799999999999998,1459,9.82380460670944e-05
guztietako,10,0.6499999999999999,1459,9.82380460670944e-05
antza,5,0.4300000000000001,1459,9.82380460670944e-05
gastatzen,9,0.5300000000000002,1459,9.82380460670944e-05
idatziko,8,0.4500000000000002,1459,9.82380460670944e-05
tira,4,0.31,1459,9.82380460670944e-05
luzatu,6,0.4300000000000001,1459,9.82380460670944e-05
bagara,6,0.455,1491,9.605497837671452e-05
urtetan,7,0.5500000000000002,1491,9.605497837671452e-05
baldintza,9,0.5349999999999999,1491,9.605497837671452e-05
ingelesa,8,0.6250000000000001,1491,9.605497837671452e-05
hirigunea,9,0.6350000000000002,1491,9.605497837671452e-05
posta,5,0.33,1491,9.605497837671452e-05
gehiagotan,10,0.62,1491,9.605497837671452e-05
ibiltzea,8,0.5150000000000003,1491,9.605497837671452e-05
bukaeran,8,0.615,1491,9.605497837671452e-05
kendu,5,0.2899999999999999,1491,9.605497837671452e-05
kosta,5,0.3600000000000002,1491,9.605497837671452e-05
beharrean,9,0.56,1491,9.605497837671452e-05
lauzpabost,10,0.685,1491,9.605497837671452e-05
hamasei,7,0.4100000000000001,1491,9.605497837671452e-05
apustu,6,0.445,1491,9.605497837671452e-05
baimena,7,0.4600000000000001,1491,9.605497837671452e-05
hark,4,0.3049999999999999,1491,9.605497837671452e-05
elebakar,8,0.5200000000000004,1491,9.605497837671452e-05
erdiko,6,0.4449999999999999,1491,9.605497837671452e-05
erakundeek,10,0.75,1491,9.605497837671452e-05
pasatuko,8,0.5449999999999997,1491,9.605497837671452e-05
kontuak,7,0.5099999999999999,1491,9.605497837671452e-05
batuan,6,0.4499999999999999,1491,9.605497837671452e-05
erabiltzaile,12,0.625,1491,9.605497837671452e-05
