Word,Length of characters,Median duration,Frequency rank,Relative frequency
katılmadı,9,0.6499999999999999,1128,0.00013929387292684287
hedef,5,0.3600000000000001,1128,0.00013929387292684287
şirketin,8,0.5800000000000001,1128,0.00013929387292684287
değişmesi,9,0.4699999999999997,1128,0.00013929387292684287
etmeyi,6,0.3199999999999998,1128,0.00013929387292684287
serbest,7,0.5,1128,0.00013929387292684287
gücü,4,0.25,1128,0.00013929387292684287
dakika,6,0.3700000000000001,1128,0.00013929387292684287
slovenya,8,0.6400000000000001,1128,0.00013929387292684287
ayrı,4,0.27,1128,0.00013929387292684287
kalma,5,0.3400000000000003,1128,0.00013929387292684287
krizi,5,0.3600000000000001,1128,0.00013929387292684287
açıklanacak,11,0.7999999999999998,1128,0.00013929387292684287
bağlı,5,0.3999999999999999,1128,0.00013929387292684287
ait,3,0.4300000000000001,1128,0.00013929387292684287
sistem,6,0.4700000000000001,1128,0.00013929387292684287
görevi,6,0.3399999999999999,1128,0.00013929387292684287
katılımı,8,0.4900000000000002,1128,0.00013929387292684287
yapılıyor,9,0.6000000000000001,1128,0.00013929387292684287
nüfusu,6,0.5,1128,0.00013929387292684287
suçu,4,0.29,1128,0.00013929387292684287
şarkıcı,7,0.4900000000000002,1128,0.00013929387292684287
düzeyde,7,0.4199999999999999,1128,0.00013929387292684287
zorundalar,10,0.71,1128,0.00013929387292684287
birer,5,0.3599999999999999,1128,0.00013929387292684287
etkileyecek,11,0.7400000000000002,1128,0.00013929387292684287
tedbirler,9,0.53,1128,0.00013929387292684287
kapasitesi,10,0.6300000000000001,1128,0.00013929387292684287
gösterilecek,12,0.8600000000000003,1128,0.00013929387292684287
ücret,5,0.45,1128,0.00013929387292684287
açabilir,8,0.5899999999999999,1128,0.00013929387292684287
fabrikanın,10,0.6599999999999999,1128,0.00013929387292684287
oynadı,6,0.48,1128,0.00013929387292684287
yeri,4,0.2299999999999999,1128,0.00013929387292684287
attı,4,0.3599999999999999,1128,0.00013929387292684287
çıkarıldı,9,0.5899999999999999,1128,0.00013929387292684287
belgrad'da,10,0.5700000000000003,1128,0.00013929387292684287
gerçekleşmedi,13,0.91,1128,0.00013929387292684287
sinema,6,0.3800000000000003,1128,0.00013929387292684287
ortaya,6,0.3600000000000003,1128,0.00013929387292684287
aldılar,7,0.5800000000000001,1128,0.00013929387292684287
bulgaristan'a,13,0.7,1128,0.00013929387292684287
kendisi,7,0.4599999999999999,1128,0.00013929387292684287
derecede,8,0.4199999999999999,1128,0.00013929387292684287
döneminde,9,0.5500000000000007,1128,0.00013929387292684287
komisyon,8,0.55,1128,0.00013929387292684287
insanı,6,0.3399999999999998,1128,0.00013929387292684287
i̇şsizlik,9,0.55,1128,0.00013929387292684287
öncelik,7,0.4899999999999997,1128,0.00013929387292684287
açılması,8,0.4900000000000002,1128,0.00013929387292684287
olmadan,7,0.5099999999999998,1128,0.00013929387292684287
okul,4,0.33,1128,0.00013929387292684287
dünyadan,8,0.56,1128,0.00013929387292684287
beni,4,0.24,1128,0.00013929387292684287
oysa,4,0.37,1128,0.00013929387292684287
grev,4,0.2699999999999999,1128,0.00013929387292684287
azalıyor,8,0.6100000000000003,1128,0.00013929387292684287
kişilerin,9,0.4999999999999999,1128,0.00013929387292684287
rolünü,6,0.33,1128,0.00013929387292684287
başlıyor,8,0.6099999999999999,1128,0.00013929387292684287
yaralanma,9,0.56,1128,0.00013929387292684287
sorunları,9,0.53,1128,0.00013929387292684287
diğeri,6,0.2800000000000002,1128,0.00013929387292684287
grupta,6,0.5299999999999998,1128,0.00013929387292684287
dünyanın,8,0.49,1128,0.00013929387292684287
çıkmadı,7,0.5299999999999998,1128,0.00013929387292684287
vardır,6,0.54,1128,0.00013929387292684287
yönetim,7,0.3899999999999999,1128,0.00013929387292684287
alanı,5,0.2999999999999998,1128,0.00013929387292684287
üsküp,5,0.4399999999999999,1128,0.00013929387292684287
eser,4,0.3399999999999998,1128,0.00013929387292684287
neredeyse,9,0.6000000000000001,1128,0.00013929387292684287
kavuştu,7,0.56,1128,0.00013929387292684287
hakkı,5,0.3000000000000002,1206,0.00013000761473172
ölüm,4,0.2699999999999999,1206,0.00013000761473172
çatışmalar,10,0.685,1206,0.00013000761473172
herşeyin,8,0.47,1206,0.00013000761473172
fazlası,7,0.5249999999999999,1206,0.00013000761473172
gözlemci,8,0.5500000000000002,1206,0.00013000761473172
ihtiyaç,7,0.4900000000000002,1206,0.00013000761473172
mesajı,6,0.4199999999999999,1206,0.00013000761473172
sessiz,6,0.4399999999999999,1206,0.00013000761473172
suçlamalar,10,0.6950000000000001,1206,0.00013000761473172
an,2,0.155,1206,0.00013000761473172
gözden,6,0.4349999999999999,1206,0.00013000761473172
buldu,5,0.425,1206,0.00013000761473172
almak,5,0.375,1206,0.00013000761473172
fiyatları,9,0.4849999999999999,1206,0.00013000761473172
döndü,5,0.415,1206,0.00013000761473172
seçimlerden,11,0.705,1206,0.00013000761473172
konuyu,6,0.3299999999999999,1206,0.00013000761473172
yerini,6,0.295,1206,0.00013000761473172
öldü,4,0.3599999999999999,1206,0.00013000761473172
irade,5,0.3799999999999999,1206,0.00013000761473172
işçi,4,0.2749999999999999,1206,0.00013000761473172
zaten,5,0.405,1206,0.00013000761473172
bina,4,0.335,1206,0.00013000761473172
seyahat,7,0.52,1206,0.00013000761473172
olmuyor,7,0.54,1206,0.00013000761473172
istisna,7,0.5599999999999999,1206,0.00013000761473172
statüsü,7,0.5299999999999999,1206,0.00013000761473172
araç,4,0.3899999999999999,1206,0.00013000761473172
vatandaş,8,0.5400000000000001,1206,0.00013000761473172
düşünüyorum,11,0.6300000000000001,1206,0.00013000761473172
kış,3,0.25,1206,0.00013000761473172
düzenleniyor,12,0.7799999999999998,1206,0.00013000761473172
takdirde,8,0.5850000000000001,1206,0.00013000761473172
komşu,5,0.41,1206,0.00013000761473172
belirgin,8,0.475,1206,0.00013000761473172
ailenin,7,0.535,1206,0.00013000761473172
zafer,5,0.565,1206,0.00013000761473172
yarışma,7,0.43,1206,0.00013000761473172
buraya,6,0.345,1206,0.00013000761473172
adil,4,0.3749999999999999,1206,0.00013000761473172
konser,6,0.49,1206,0.00013000761473172
dışişleri,9,0.555,1206,0.00013000761473172
önceki,6,0.4,1206,0.00013000761473172
verecek,7,0.5350000000000001,1206,0.00013000761473172
niçin,5,0.3800000000000001,1206,0.00013000761473172
kullanılacak,12,0.8200000000000001,1206,0.00013000761473172
yaşam,5,0.35,1206,0.00013000761473172
etkiliyor,9,0.5900000000000001,1206,0.00013000761473172
belgrad'ın,10,0.6199999999999999,1206,0.00013000761473172
engeller,8,0.5200000000000001,1206,0.00013000761473172
verilen,7,0.3899999999999999,1206,0.00013000761473172
sağlık,6,0.4549999999999999,1206,0.00013000761473172
değiliz,7,0.6149999999999999,1206,0.00013000761473172
etmişti,7,0.53,1206,0.00013000761473172
kaynaklar,9,0.5800000000000001,1206,0.00013000761473172
görüşler,8,0.5050000000000001,1206,0.00013000761473172
aileler,7,0.49,1206,0.00013000761473172
sunma,5,0.3399999999999999,1206,0.00013000761473172
mahkemeye,9,0.545,1206,0.00013000761473172
çalışma,7,0.4849999999999999,1206,0.00013000761473172
herşeyi,7,0.485,1206,0.00013000761473172
nüfus,5,0.3649999999999999,1206,0.00013000761473172
hata,4,0.355,1206,0.00013000761473172
rekabet,7,0.54,1206,0.00013000761473172
fonlar,6,0.555,1206,0.00013000761473172
ilerliyor,9,0.635,1206,0.00013000761473172
geleceği,8,0.48,1206,0.00013000761473172
sürü,4,0.2749999999999999,1206,0.00013000761473172
yaşamak,7,0.44,1206,0.00013000761473172
çocukları,9,0.53,1206,0.00013000761473172
örgüt,5,0.4050000000000001,1206,0.00013000761473172
olduğuna,8,0.425,1206,0.00013000761473172
bırakmıyor,10,0.7100000000000001,1206,0.00013000761473172
sandık,6,0.4000000000000001,1206,0.00013000761473172
faydaları,9,0.5549999999999999,1206,0.00013000761473172
kat,3,0.2250000000000001,1206,0.00013000761473172
kredi,5,0.3399999999999998,1206,0.00013000761473172
başa,4,0.2300000000000002,1272,0.00012072135653659715
vatandaşlar,11,0.71,1272,0.00012072135653659715
sırayı,6,0.3700000000000001,1272,0.00012072135653659715
olimpiyat,9,0.55,1272,0.00012072135653659715
sonuçta,7,0.57,1272,0.00012072135653659715
beşinci,7,0.4300000000000001,1272,0.00012072135653659715
aylardır,8,0.5500000000000003,1272,0.00012072135653659715
belirsiz,8,0.5999999999999996,1272,0.00012072135653659715
işsizlik,8,0.5500000000000003,1272,0.00012072135653659715
i̇yi,4,0.19,1272,0.00012072135653659715
baş,3,0.2399999999999997,1272,0.00012072135653659715
i̇talyan,8,0.5100000000000002,1272,0.00012072135653659715
azınlık,7,0.4399999999999999,1272,0.00012072135653659715
bulunmadı,9,0.5899999999999999,1272,0.00012072135653659715
yapılmadı,9,0.5699999999999998,1272,0.00012072135653659715
sağlanması,10,0.6299999999999999,1272,0.00012072135653659715
oluşturuyor,11,0.7200000000000002,1272,0.00012072135653659715
yağ,3,0.3000000000000002,1272,0.00012072135653659715
vadeli,6,0.3899999999999999,1272,0.00012072135653659715
noktası,7,0.4699999999999997,1272,0.00012072135653659715
kentin,6,0.48,1272,0.00012072135653659715
zayıf,5,0.33,1272,0.00012072135653659715
iddiayı,7,0.4700000000000002,1272,0.00012072135653659715
vermeyi,7,0.3900000000000001,1272,0.00012072135653659715
bırakıldı,9,0.5799999999999998,1272,0.00012072135653659715
krizin,6,0.3700000000000001,1272,0.00012072135653659715
grubu,5,0.39,1272,0.00012072135653659715
kapsıyor,8,0.69,1272,0.00012072135653659715
sanader,7,0.6099999999999999,1272,0.00012072135653659715
olacaktır,9,0.7400000000000002,1272,0.00012072135653659715
noktalar,8,0.5,1272,0.00012072135653659715
büyüdü,6,0.3900000000000001,1272,0.00012072135653659715
yani,4,0.3599999999999999,1272,0.00012072135653659715
bölgeden,8,0.48,1272,0.00012072135653659715
hevesli,7,0.5299999999999998,1272,0.00012072135653659715
brüksel,7,0.51,1272,0.00012072135653659715
yedinci,7,0.3899999999999997,1272,0.00012072135653659715
emekli,6,0.4100000000000001,1272,0.00012072135653659715
sorunlarla,10,0.5800000000000001,1272,0.00012072135653659715
boşa,4,0.28,1272,0.00012072135653659715
domuz,5,0.3400000000000001,1272,0.00012072135653659715
haftada,7,0.4300000000000001,1272,0.00012072135653659715
ele,3,0.1800000000000001,1272,0.00012072135653659715
önünde,6,0.3800000000000003,1272,0.00012072135653659715
skorla,6,0.4300000000000001,1272,0.00012072135653659715
fonların,8,0.5700000000000001,1272,0.00012072135653659715
kanundan,8,0.5499999999999998,1272,0.00012072135653659715
yıldan,6,0.3199999999999998,1272,0.00012072135653659715
sahte,5,0.4199999999999999,1272,0.00012072135653659715
ucuz,4,0.3400000000000001,1272,0.00012072135653659715
etki,4,0.25,1272,0.00012072135653659715
kayıp,5,0.3599999999999999,1272,0.00012072135653659715
göründü,7,0.48,1272,0.00012072135653659715
kasım'a,7,0.3500000000000001,1272,0.00012072135653659715
sahneye,7,0.48,1272,0.00012072135653659715
olayda,6,0.41,1272,0.00012072135653659715
bununla,7,0.4099999999999997,1272,0.00012072135653659715
töreni,6,0.3799999999999999,1272,0.00012072135653659715
örgütler,8,0.5599999999999999,1272,0.00012072135653659715
devletin,8,0.47,1272,0.00012072135653659715
anlamda,7,0.4600000000000002,1272,0.00012072135653659715
orada,5,0.33,1272,0.00012072135653659715
tanınmış,8,0.5099999999999998,1272,0.00012072135653659715
profesyonel,11,0.72,1272,0.00012072135653659715
kalmadı,7,0.6000000000000001,1272,0.00012072135653659715
suçlandı,8,0.6699999999999999,1272,0.00012072135653659715
biliyoruz,9,0.615,1397,0.00011143509834147429
i̇nternet,9,0.6549999999999999,1397,0.00011143509834147429
içeriği,7,0.4249999999999999,1397,0.00011143509834147429
dörtlük,7,0.4300000000000001,1397,0.00011143509834147429
katkıda,7,0.4399999999999999,1397,0.00011143509834147429
yolsuzluk,9,0.585,1397,0.00011143509834147429
yıllarda,8,0.4299999999999999,1397,0.00011143509834147429
indirim,7,0.3799999999999999,1397,0.00011143509834147429
kara,4,0.265,1397,0.00011143509834147429
hakkındaki,10,0.5549999999999999,1397,0.00011143509834147429
dördü,5,0.365,1397,0.00011143509834147429
yerleşim,8,0.525,1397,0.00011143509834147429
ortasında,9,0.555,1397,0.00011143509834147429
izleyecek,9,0.6400000000000001,1397,0.00011143509834147429
değişebilir,11,0.76,1397,0.00011143509834147429
edilmedi,8,0.5949999999999998,1397,0.00011143509834147429
olasılıkla,10,0.55,1397,0.00011143509834147429
bebek,5,0.355,1397,0.00011143509834147429
olası,5,0.3500000000000001,1397,0.00011143509834147429
anlaşması,9,0.5949999999999998,1397,0.00011143509834147429
yapan,5,0.3599999999999999,1397,0.00011143509834147429
yarışacak,9,0.6849999999999998,1397,0.00011143509834147429
projesi,7,0.505,1397,0.00011143509834147429
ohri,4,0.3550000000000001,1397,0.00011143509834147429
meclise,7,0.435,1397,0.00011143509834147429
günkü,5,0.3349999999999999,1397,0.00011143509834147429
girişimin,9,0.53,1397,0.00011143509834147429
gelmişti,8,0.635,1397,0.00011143509834147429
derhal,6,0.4299999999999999,1397,0.00011143509834147429
amacımız,8,0.585,1397,0.00011143509834147429
amacı,5,0.3500000000000001,1397,0.00011143509834147429
meseleyi,8,0.44,1397,0.00011143509834147429
halkının,8,0.485,1397,0.00011143509834147429
temsil,6,0.415,1397,0.00011143509834147429
gece,4,0.255,1397,0.00011143509834147429
fotoğraf,8,0.5049999999999999,1397,0.00011143509834147429
belgeyi,7,0.4149999999999999,1397,0.00011143509834147429
çoktan,6,0.4399999999999998,1397,0.00011143509834147429
rekor,5,0.4199999999999999,1397,0.00011143509834147429
imzalandı,9,0.7050000000000001,1397,0.00011143509834147429
inşası,6,0.6100000000000001,1397,0.00011143509834147429
nokta,5,0.3999999999999999,1397,0.00011143509834147429
hakkını,7,0.4100000000000001,1397,0.00011143509834147429
tartışmalı,10,0.6449999999999998,1397,0.00011143509834147429
eseri,5,0.32,1397,0.00011143509834147429
gelişme,7,0.415,1397,0.00011143509834147429
yaşındaki,9,0.47,1397,0.00011143509834147429
düşürüldü,9,0.6149999999999999,1397,0.00011143509834147429
bitmiyor,8,0.6149999999999999,1397,0.00011143509834147429
altmıştan,9,0.6199999999999999,1397,0.00011143509834147429
vizesiz,7,0.5,1397,0.00011143509834147429
ayına,5,0.25,1397,0.00011143509834147429
açıklamada,10,0.5350000000000001,1397,0.00011143509834147429
düşüyor,7,0.53,1397,0.00011143509834147429
etmesini,8,0.4300000000000001,1397,0.00011143509834147429
i̇lgili,7,0.37,1397,0.00011143509834147429
sağlayan,8,0.5049999999999999,1397,0.00011143509834147429
nerden,6,0.425,1397,0.00011143509834147429
gazeteci,8,0.5399999999999999,1397,0.00011143509834147429
uzman,5,0.345,1397,0.00011143509834147429
turnuvada,9,0.495,1397,0.00011143509834147429
şaşırttı,8,0.575,1397,0.00011143509834147429
dönemde,7,0.4700000000000002,1397,0.00011143509834147429
gerçekleşmesi,13,0.7700000000000001,1397,0.00011143509834147429
zamanla,7,0.4700000000000001,1397,0.00011143509834147429
sorunun,7,0.4500000000000002,1397,0.00011143509834147429
dersler,7,0.5449999999999999,1397,0.00011143509834147429
kontrol,7,0.4100000000000001,1397,0.00011143509834147429
müzik,5,0.315,1397,0.00011143509834147429
hırvatlar,9,0.64,1397,0.00011143509834147429
yaptık,6,0.5250000000000001,1397,0.00011143509834147429
anlaşmaya,9,0.56,1397,0.00011143509834147429
altıdan,7,0.4349999999999999,1397,0.00011143509834147429
hassas,6,0.4650000000000002,1397,0.00011143509834147429
ilki,4,0.47,1397,0.00011143509834147429
sanılıyor,9,0.675,1397,0.00011143509834147429
atina,5,0.36,1397,0.00011143509834147429
zarara,6,0.4499999999999999,1397,0.00011143509834147429
oyu,3,0.195,1397,0.00011143509834147429
merkezinde,10,0.6199999999999998,1397,0.00011143509834147429
devleti,7,0.4400000000000001,1397,0.00011143509834147429
miktarı,7,0.5000000000000002,1397,0.00011143509834147429
siyaset,7,0.5150000000000001,1397,0.00011143509834147429
bankası,7,0.4600000000000001,1397,0.00011143509834147429
emekleme,8,0.4900000000000002,1397,0.00011143509834147429
rastlanıyor,11,0.7399999999999999,1397,0.00011143509834147429
notu,4,0.2849999999999997,1397,0.00011143509834147429
sanatçının,10,0.6150000000000001,1397,0.00011143509834147429
biraraya,8,0.415,1397,0.00011143509834147429
andaki,6,0.4,1397,0.00011143509834147429
idaresi,7,0.535,1397,0.00011143509834147429
ötürü,5,0.2999999999999999,1397,0.00011143509834147429
olmaz,5,0.555,1397,0.00011143509834147429
ekim'e,6,0.285,1397,0.00011143509834147429
yunanistan'a,12,0.565,1397,0.00011143509834147429
seçenek,7,0.51,1397,0.00011143509834147429
ders,4,0.285,1397,0.00011143509834147429
miyiz,5,0.4100000000000001,1397,0.00011143509834147429
kriterleri,10,0.6199999999999999,1397,0.00011143509834147429
silahları,9,0.4950000000000001,1397,0.00011143509834147429
üyeleri,7,0.405,1397,0.00011143509834147429
yenileniyor,11,0.7250000000000002,1397,0.00011143509834147429
üzerindeki,10,0.5599999999999999,1397,0.00011143509834147429
tonu,4,0.28,1397,0.00011143509834147429
olamaz,6,0.585,1397,0.00011143509834147429
cumhurbaşkanlığı,16,0.91,1397,0.00011143509834147429
hediye,6,0.355,1397,0.00011143509834147429
edin,4,0.2550000000000001,1397,0.00011143509834147429
öldürüldü,9,0.5999999999999999,1397,0.00011143509834147429
puanı,5,0.3550000000000002,1397,0.00011143509834147429
kuş,3,0.245,1397,0.00011143509834147429
kararda,7,0.4750000000000001,1397,0.00011143509834147429
berişa,6,0.47,1397,0.00011143509834147429
hayatı,6,0.4699999999999998,1397,0.00011143509834147429
firmaları,9,0.5049999999999999,1397,0.00011143509834147429
başlattı,8,0.6500000000000001,1397,0.00011143509834147429
paylaşmıyor,11,0.81,1397,0.00011143509834147429
amacına,7,0.4249999999999997,1397,0.00011143509834147429
raporda,7,0.515,1397,0.00011143509834147429
dahası,6,0.55,1397,0.00011143509834147429
baharı,6,0.3650000000000001,1397,0.00011143509834147429
görüyorsunuz,12,0.8649999999999998,1397,0.00011143509834147429
i̇hracat,8,0.5900000000000001,1397,0.00011143509834147429
hazırlanıyor,12,0.7250000000000001,1397,0.00011143509834147429
cezasını,8,0.5199999999999998,1397,0.00011143509834147429
şeffaflık,9,0.7100000000000002,1602,0.00010214884014635143
bayram,6,0.4000000000000001,1602,0.00010214884014635143
firmalar,8,0.5,1602,0.00010214884014635143
dil,3,0.2099999999999999,1602,0.00010214884014635143
geldiği,7,0.4300000000000001,1602,0.00010214884014635143
üretim,6,0.3799999999999999,1602,0.00010214884014635143
vergisi,7,0.4500000000000002,1602,0.00010214884014635143
kurban,6,0.4399999999999999,1602,0.00010214884014635143
anlaşmayı,9,0.5899999999999999,1602,0.00010214884014635143
dönük,5,0.3199999999999998,1602,0.00010214884014635143
öne,3,0.1899999999999999,1602,0.00010214884014635143
yalan,5,0.26,1602,0.00010214884014635143
aşamaya,7,0.4000000000000003,1602,0.00010214884014635143
ülkedeki,8,0.5399999999999998,1602,0.00010214884014635143
adını,5,0.33,1602,0.00010214884014635143
zorundayız,10,0.75,1602,0.00010214884014635143
suçla,5,0.3800000000000001,1602,0.00010214884014635143
açıklayabilir,13,0.69,1602,0.00010214884014635143
açıklandı,9,0.71,1602,0.00010214884014635143
şart,4,0.54,1602,0.00010214884014635143
dönüşüm,7,0.3899999999999999,1602,0.00010214884014635143
yere,4,0.2200000000000002,1602,0.00010214884014635143
anayasanın,10,0.6199999999999999,1602,0.00010214884014635143
tepkilere,9,0.47,1602,0.00010214884014635143
sırbistan'ı,11,0.6499999999999999,1602,0.00010214884014635143
şair,4,0.3799999999999999,1602,0.00010214884014635143
günde,5,0.3099999999999998,1602,0.00010214884014635143
veriyorsunuz,12,0.7299999999999998,1602,0.00010214884014635143
girişim,7,0.4699999999999997,1602,0.00010214884014635143
ağustos'a,9,0.4600000000000002,1602,0.00010214884014635143
kosor,5,0.43,1602,0.00010214884014635143
geldiğinde,10,0.59,1602,0.00010214884014635143
önerisi,7,0.4300000000000001,1602,0.00010214884014635143
saldırının,10,0.7100000000000001,1602,0.00010214884014635143
ceza,4,0.3799999999999999,1602,0.00010214884014635143
temsilcileri,12,0.7100000000000001,1602,0.00010214884014635143
çeşit,5,0.3699999999999999,1602,0.00010214884014635143
etken,5,0.3799999999999999,1602,0.00010214884014635143
etmedi,6,0.48,1602,0.00010214884014635143
destekledi,10,0.74,1602,0.00010214884014635143
rüzgarları,10,0.61,1602,0.00010214884014635143
konsere,7,0.5,1602,0.00010214884014635143
futbol,6,0.4199999999999999,1602,0.00010214884014635143
yayıldı,7,0.5299999999999998,1602,0.00010214884014635143
uygulanmıyor,12,0.7800000000000002,1602,0.00010214884014635143
gittik,6,0.5599999999999998,1602,0.00010214884014635143
geçiriyor,9,0.6800000000000002,1602,0.00010214884014635143
başlanacak,10,0.7400000000000002,1602,0.00010214884014635143
grubun,6,0.43,1602,0.00010214884014635143
ayrıldı,7,0.54,1602,0.00010214884014635143
kaybı,5,0.32,1602,0.00010214884014635143
racan,5,0.51,1602,0.00010214884014635143
atıldı,6,0.4899999999999997,1602,0.00010214884014635143
size,4,0.25,1602,0.00010214884014635143
yılı,4,0.1499999999999999,1602,0.00010214884014635143
tartışmalar,11,0.7,1602,0.00010214884014635143
belirlenmiş,11,0.6600000000000001,1602,0.00010214884014635143
gösteri,7,0.4299999999999999,1602,0.00010214884014635143
sanat,5,0.4599999999999999,1602,0.00010214884014635143
liste,5,0.4099999999999999,1602,0.00010214884014635143
doğuyor,7,0.54,1602,0.00010214884014635143
beşe,4,0.25,1602,0.00010214884014635143
önümüzde,8,0.53,1602,0.00010214884014635143
sonlarında,10,0.56,1602,0.00010214884014635143
başı,4,0.2600000000000002,1602,0.00010214884014635143
tartışmalara,12,0.6800000000000002,1602,0.00010214884014635143
işi,3,0.2099999999999999,1602,0.00010214884014635143
tanınıyor,9,0.6099999999999999,1602,0.00010214884014635143
eğer,4,0.29,1602,0.00010214884014635143
memuru,6,0.3400000000000001,1602,0.00010214884014635143
mladiç,6,0.55,1602,0.00010214884014635143
değişmesini,11,0.5899999999999999,1602,0.00010214884014635143
payı,4,0.2700000000000001,1602,0.00010214884014635143
işbirliğinin,12,0.7499999999999998,1602,0.00010214884014635143
aylarca,7,0.5099999999999998,1602,0.00010214884014635143
tane,4,0.27,1602,0.00010214884014635143
hamuru,6,0.3500000000000001,1602,0.00010214884014635143
çalışmak,8,0.5600000000000003,1602,0.00010214884014635143
kesiliyor,9,0.6199999999999999,1602,0.00010214884014635143
dönüş,5,0.3200000000000003,1602,0.00010214884014635143
uygulanacak,11,0.73,1602,0.00010214884014635143
kaldırılacak,12,0.8300000000000001,1602,0.00010214884014635143
değiştirmek,11,0.5800000000000001,1602,0.00010214884014635143
edilemez,8,0.53,1602,0.00010214884014635143
i̇şte,5,0.2999999999999999,1602,0.00010214884014635143
imkansız,8,0.6100000000000003,1602,0.00010214884014635143
işe,3,0.2099999999999999,1602,0.00010214884014635143
ülkelerin,9,0.5499999999999999,1602,0.00010214884014635143
sakin,5,0.4399999999999999,1602,0.00010214884014635143
cezalar,7,0.6199999999999999,1602,0.00010214884014635143
bitti,5,0.3899999999999997,1602,0.00010214884014635143
süredir,7,0.4000000000000001,1602,0.00010214884014635143
partilerin,10,0.5700000000000001,1602,0.00010214884014635143
işten,5,0.3599999999999999,1602,0.00010214884014635143
nedenleri,9,0.49,1602,0.00010214884014635143
elbette,7,0.4600000000000001,1602,0.00010214884014635143
babası,6,0.4499999999999997,1602,0.00010214884014635143
ihale,5,0.4099999999999997,1602,0.00010214884014635143
yönünde,7,0.4000000000000003,1602,0.00010214884014635143
planlıyor,9,0.6000000000000001,1602,0.00010214884014635143
yugoslavya,10,0.7000000000000002,1602,0.00010214884014635143
aksi,4,0.3500000000000001,1602,0.00010214884014635143
cinayet,7,0.53,1602,0.00010214884014635143
çaba,4,0.2599999999999998,1602,0.00010214884014635143
durumlarda,10,0.53,1602,0.00010214884014635143
sınırları,9,0.5700000000000001,1602,0.00010214884014635143
çalışacak,9,0.6599999999999999,1602,0.00010214884014635143
istediği,8,0.4399999999999997,1602,0.00010214884014635143
yöntem,6,0.3700000000000001,1602,0.00010214884014635143
politika,8,0.45,1602,0.00010214884014635143
partiden,8,0.49,1602,0.00010214884014635143
milli,5,0.32,1602,0.00010214884014635143
meclisin,8,0.53,1602,0.00010214884014635143
karadağ'da,10,0.6100000000000001,1602,0.00010214884014635143
ettik,5,0.5,1602,0.00010214884014635143
i̇stanbul'da,12,0.5700000000000001,1602,0.00010214884014635143
görüşünde,9,0.6400000000000001,1602,0.00010214884014635143
kampanyası,10,0.6600000000000001,1602,0.00010214884014635143
yazarın,7,0.5,1602,0.00010214884014635143
televizyon,10,0.51,1602,0.00010214884014635143
yasalar,7,0.5,1602,0.00010214884014635143
müzakere,8,0.55,1602,0.00010214884014635143
işte,4,0.2900000000000001,1602,0.00010214884014635143
başkanlığı,10,0.6399999999999999,1602,0.00010214884014635143
ertelendi,9,0.7,1602,0.00010214884014635143
örneği,6,0.3500000000000005,1602,0.00010214884014635143
geride,6,0.3900000000000001,1602,0.00010214884014635143
adamlar,7,0.49,1602,0.00010214884014635143
sunulan,7,0.54,1602,0.00010214884014635143
el,2,0.1499999999999999,1602,0.00010214884014635143
tepkileri,9,0.5099999999999998,1602,0.00010214884014635143
bıraktı,7,0.4899999999999997,1602,0.00010214884014635143
kuzeyde,7,0.43,1602,0.00010214884014635143
endişeli,8,0.56,1602,0.00010214884014635143
beşte,5,0.3700000000000001,1602,0.00010214884014635143
rahat,5,0.3399999999999998,1602,0.00010214884014635143
belgrad'daki,12,0.69,1602,0.00010214884014635143
aşırılık,8,0.56,1602,0.00010214884014635143
birinde,7,0.48,1602,0.00010214884014635143
kurbanların,11,0.6700000000000002,1602,0.00010214884014635143
bazılarına,10,0.6199999999999999,1602,0.00010214884014635143
üçe,3,0.2299999999999999,1602,0.00010214884014635143
yaşlarda,8,0.6200000000000001,1602,0.00010214884014635143
askıya,6,0.4099999999999997,1602,0.00010214884014635143
petrol,6,0.3700000000000001,1602,0.00010214884014635143
yapmadı,7,0.5,1602,0.00010214884014635143
yapılabilir,11,0.6699999999999999,1602,0.00010214884014635143
alanlarda,9,0.5199999999999996,1602,0.00010214884014635143
yedide,6,0.3799999999999999,1602,0.00010214884014635143
ayrımcılık,10,0.5900000000000001,1602,0.00010214884014635143
sahibi,6,0.4599999999999999,1602,0.00010214884014635143
turu,4,0.2299999999999999,1602,0.00010214884014635143
yasanın,7,0.4099999999999999,1602,0.00010214884014635143
orta,4,0.31,1602,0.00010214884014635143
yanıtınız,9,0.55,1602,0.00010214884014635143
altındaki,9,0.52,1602,0.00010214884014635143
kaldırıldı,10,0.71,1602,0.00010214884014635143
saygı,5,0.3600000000000001,1602,0.00010214884014635143
uygulamak,9,0.54,1602,0.00010214884014635143
getirmek,8,0.48,1602,0.00010214884014635143
batı,4,0.25,1602,0.00010214884014635143
merkezin,8,0.5700000000000001,1602,0.00010214884014635143
yıllar,6,0.3899999999999999,1602,0.00010214884014635143
çevrildi,8,0.6099999999999999,1602,0.00010214884014635143
yoktu,5,0.4199999999999999,1602,0.00010214884014635143
göz,3,0.2399999999999997,1602,0.00010214884014635143
siyasiler,9,0.6699999999999999,1602,0.00010214884014635143
politikası,10,0.6100000000000001,1602,0.00010214884014635143
üçte,4,0.2600000000000002,1602,0.00010214884014635143
aldınız,7,0.48,1602,0.00010214884014635143
üzerinden,9,0.5300000000000002,1602,0.00010214884014635143
maaşlar,7,0.4999999999999998,1602,0.00010214884014635143
